index,label,gesture_name,n_frames_valid,detection_rate,npy_path
40,0,Point-1f,304,0.990228013029316,data/landmarks/train/00040_class0.npy
41,6,Throw-left,48,0.9795918367346939,data/landmarks/train/00041_class6.npy
42,8,Open-twice,50,0.9803921568627451,data/landmarks/train/00042_class8.npy
43,1,Point-2f,161,0.7740384615384616,data/landmarks/train/00043_class1.npy
44,9,DblClick-1f,52,1.0,data/landmarks/train/00044_class9.npy
45,0,Point-1f,205,1.0,data/landmarks/train/00045_class0.npy
46,6,Throw-left,27,1.0,data/landmarks/train/00046_class6.npy
47,1,Point-2f,199,0.8326359832635983,data/landmarks/train/00047_class1.npy
48,10,DblClick-2f,30,0.7692307692307693,data/landmarks/train/00048_class10.npy
49,1,Point-2f,189,0.7974683544303798,data/landmarks/train/00049_class1.npy
50,7,Throw-right,32,0.9411764705882353,data/landmarks/train/00050_class7.npy
51,0,Point-1f,328,0.841025641025641,data/landmarks/train/00051_class0.npy
52,4,Throw-up,35,1.0,data/landmarks/train/00052_class4.npy
53,0,Point-1f,153,0.7355769230769231,data/landmarks/train/00053_class0.npy
54,2,Click-1f,28,0.9333333333333333,data/landmarks/train/00054_class2.npy
55,1,Point-2f,148,0.783068783068783,data/landmarks/train/00055_class1.npy
56,11,Zoom-in,36,0.972972972972973,data/landmarks/train/00056_class11.npy
57,0,Point-1f,181,0.8578199052132701,data/landmarks/train/00057_class0.npy
58,5,Throw-down,35,0.9210526315789473,data/landmarks/train/00058_class5.npy
59,1,Point-2f,208,0.8851063829787233,data/landmarks/train/00059_class1.npy
60,12,Zoom-out,53,1.0,data/landmarks/train/00060_class12.npy
61,0,Point-1f,270,0.9540636042402827,data/landmarks/train/00061_class0.npy
62,3,Click-2f,27,0.9642857142857143,data/landmarks/train/00062_class3.npy
63,6,Throw-left,25,0.8928571428571429,data/landmarks/train/00063_class6.npy
64,0,Point-1f,281,1.0,data/landmarks/train/00064_class0.npy
65,12,Zoom-out,57,1.0,data/landmarks/train/00065_class12.npy
66,0,Point-1f,158,0.8186528497409327,data/landmarks/train/00066_class0.npy
67,3,Click-2f,29,0.8055555555555556,data/landmarks/train/00067_class3.npy
68,1,Point-2f,167,0.7990430622009569,data/landmarks/train/00068_class1.npy
69,5,Throw-down,26,0.8125,data/landmarks/train/00069_class5.npy
70,1,Point-2f,231,0.9705882352941176,data/landmarks/train/00070_class1.npy
71,4,Throw-up,27,0.9642857142857143,data/landmarks/train/00071_class4.npy
72,1,Point-2f,259,0.9847908745247148,data/landmarks/train/00072_class1.npy
73,2,Click-1f,33,0.868421052631579,data/landmarks/train/00073_class2.npy
74,0,Point-1f,319,0.9876160990712074,data/landmarks/train/00074_class0.npy
75,9,DblClick-1f,52,0.9629629629629629,data/landmarks/train/00075_class9.npy
76,1,Point-2f,356,0.967391304347826,data/landmarks/train/00076_class1.npy
77,8,Open-twice,51,0.9807692307692307,data/landmarks/train/00077_class8.npy
78,0,Point-1f,309,1.0,data/landmarks/train/00078_class0.npy
79,11,Zoom-in,40,1.0,data/landmarks/train/00079_class11.npy
80,0,Point-1f,192,0.9056603773584906,data/landmarks/train/00080_class0.npy
81,7,Throw-right,15,0.5769230769230769,data/landmarks/train/00081_class7.npy
82,1,Point-2f,192,0.964824120603015,data/landmarks/train/00082_class1.npy
83,10,DblClick-2f,35,0.813953488372093,data/landmarks/train/00083_class10.npy
84,2,Click-1f,41,0.9761904761904762,data/landmarks/train/00084_class2.npy
85,1,Point-2f,225,0.995575221238938,data/landmarks/train/00085_class1.npy
86,8,Open-twice,59,1.0,data/landmarks/train/00086_class8.npy
87,1,Point-2f,221,0.9822222222222222,data/landmarks/train/00087_class1.npy
88,12,Zoom-out,43,1.0,data/landmarks/train/00088_class12.npy
89,1,Point-2f,314,0.9968253968253968,data/landmarks/train/00089_class1.npy
90,5,Throw-down,43,1.0,data/landmarks/train/00090_class5.npy
91,0,Point-1f,227,1.0,data/landmarks/train/00091_class0.npy
92,9,DblClick-1f,47,1.0,data/landmarks/train/00092_class9.npy
93,0,Point-1f,346,1.0,data/landmarks/train/00093_class0.npy
94,10,DblClick-2f,58,0.9508196721311475,data/landmarks/train/00094_class10.npy
95,0,Point-1f,274,0.9963636363636363,data/landmarks/train/00095_class0.npy
96,7,Throw-right,67,1.0,data/landmarks/train/00096_class7.npy
97,0,Point-1f,232,1.0,data/landmarks/train/00097_class0.npy
98,3,Click-2f,36,1.0,data/landmarks/train/00098_class3.npy
99,0,Point-1f,217,1.0,data/landmarks/train/00099_class0.npy
100,4,Throw-up,47,1.0,data/landmarks/train/00100_class4.npy
101,1,Point-2f,183,1.0,data/landmarks/train/00101_class1.npy
102,11,Zoom-in,61,1.0,data/landmarks/train/00102_class11.npy
103,1,Point-2f,125,1.0,data/landmarks/train/00103_class1.npy
104,6,Throw-left,29,1.0,data/landmarks/train/00104_class6.npy
105,4,Throw-up,95,1.0,data/landmarks/train/00105_class4.npy
106,1,Point-2f,325,0.8879781420765027,data/landmarks/train/00106_class1.npy
107,3,Click-2f,74,1.0,data/landmarks/train/00107_class3.npy
108,0,Point-1f,207,0.8734177215189873,data/landmarks/train/00108_class0.npy
109,7,Throw-right,94,1.0,data/landmarks/train/00109_class7.npy
110,0,Point-1f,212,0.9464285714285714,data/landmarks/train/00110_class0.npy
111,6,Throw-left,89,1.0,data/landmarks/train/00111_class6.npy
112,0,Point-1f,160,0.8648648648648649,data/landmarks/train/00112_class0.npy
113,8,Open-twice,97,0.9897959183673469,data/landmarks/train/00113_class8.npy
114,1,Point-2f,196,0.8484848484848485,data/landmarks/train/00114_class1.npy
115,5,Throw-down,84,0.9882352941176471,data/landmarks/train/00115_class5.npy
116,1,Point-2f,223,0.7935943060498221,data/landmarks/train/00116_class1.npy
117,9,DblClick-1f,85,1.0,data/landmarks/train/00117_class9.npy
118,0,Point-1f,221,0.8246268656716418,data/landmarks/train/00118_class0.npy
119,2,Click-1f,32,0.9696969696969697,data/landmarks/train/00119_class2.npy
120,0,Point-1f,275,0.8233532934131736,data/landmarks/train/00120_class0.npy
121,11,Zoom-in,97,0.9897959183673469,data/landmarks/train/00121_class11.npy
122,1,Point-2f,183,0.8632075471698113,data/landmarks/train/00122_class1.npy
123,12,Zoom-out,104,1.0,data/landmarks/train/00123_class12.npy
124,1,Point-2f,288,0.9201277955271565,data/landmarks/train/00124_class1.npy
125,10,DblClick-2f,67,1.0,data/landmarks/train/00125_class10.npy
126,6,Throw-left,71,0.9861111111111112,data/landmarks/train/00126_class6.npy
127,1,Point-2f,211,0.985981308411215,data/landmarks/train/00127_class1.npy
128,3,Click-2f,45,1.0,data/landmarks/train/00128_class3.npy
129,0,Point-1f,238,1.0,data/landmarks/train/00129_class0.npy
130,11,Zoom-in,51,1.0,data/landmarks/train/00130_class11.npy
131,1,Point-2f,309,0.9747634069400631,data/landmarks/train/00131_class1.npy
132,9,DblClick-1f,45,1.0,data/landmarks/train/00132_class9.npy
133,1,Point-2f,270,1.0,data/landmarks/train/00133_class1.npy
134,2,Click-1f,18,1.0,data/landmarks/train/00134_class2.npy
135,0,Point-1f,307,1.0,data/landmarks/train/00135_class0.npy
136,7,Throw-right,43,1.0,data/landmarks/train/00136_class7.npy
137,0,Point-1f,220,1.0,data/landmarks/train/00137_class0.npy
138,4,Throw-up,66,1.0,data/landmarks/train/00138_class4.npy
139,0,Point-1f,192,1.0,data/landmarks/train/00139_class0.npy
140,8,Open-twice,72,1.0,data/landmarks/train/00140_class8.npy
141,1,Point-2f,257,1.0,data/landmarks/train/00141_class1.npy
142,5,Throw-down,56,0.9824561403508771,data/landmarks/train/00142_class5.npy
143,1,Point-2f,232,1.0,data/landmarks/train/00143_class1.npy
144,10,DblClick-2f,42,1.0,data/landmarks/train/00144_class10.npy
145,0,Point-1f,196,1.0,data/landmarks/train/00145_class0.npy
146,12,Zoom-out,42,1.0,data/landmarks/train/00146_class12.npy
147,1,Point-2f,29,0.9666666666666667,data/landmarks/train/00147_class1.npy
148,3,Click-2f,50,1.0,data/landmarks/train/00148_class3.npy
149,1,Point-2f,326,1.0,data/landmarks/train/00149_class1.npy
150,11,Zoom-in,50,1.0,data/landmarks/train/00150_class11.npy
151,0,Point-1f,273,0.9891304347826086,data/landmarks/train/00151_class0.npy
152,4,Throw-up,57,1.0,data/landmarks/train/00152_class4.npy
153,1,Point-2f,214,0.9771689497716894,data/landmarks/train/00153_class1.npy
154,5,Throw-down,56,1.0,data/landmarks/train/00154_class5.npy
155,0,Point-1f,215,1.0,data/landmarks/train/00155_class0.npy
156,10,DblClick-2f,62,1.0,data/landmarks/train/00156_class10.npy
157,0,Point-1f,262,0.9961977186311787,data/landmarks/train/00157_class0.npy
158,7,Throw-right,56,1.0,data/landmarks/train/00158_class7.npy
159,0,Point-1f,224,0.9955555555555555,data/landmarks/train/00159_class0.npy
160,8,Open-twice,52,1.0,data/landmarks/train/00160_class8.npy
161,0,Point-1f,275,1.0,data/landmarks/train/00161_class0.npy
162,12,Zoom-out,58,1.0,data/landmarks/train/00162_class12.npy
163,1,Point-2f,215,1.0,data/landmarks/train/00163_class1.npy
164,2,Click-1f,46,1.0,data/landmarks/train/00164_class2.npy
165,1,Point-2f,217,1.0,data/landmarks/train/00165_class1.npy
166,9,DblClick-1f,48,1.0,data/landmarks/train/00166_class9.npy
167,1,Point-2f,169,1.0,data/landmarks/train/00167_class1.npy
168,6,Throw-left,26,1.0,data/landmarks/train/00168_class6.npy
169,2,Click-1f,142,0.993006993006993,data/landmarks/train/00169_class2.npy
170,1,Point-2f,191,0.9794871794871794,data/landmarks/train/00170_class1.npy
171,10,DblClick-2f,80,0.975609756097561,data/landmarks/train/00171_class10.npy
172,1,Point-2f,180,0.9574468085106383,data/landmarks/train/00172_class1.npy
173,7,Throw-right,52,1.0,data/landmarks/train/00173_class7.npy
174,1,Point-2f,216,0.968609865470852,data/landmarks/train/00174_class1.npy
175,4,Throw-up,83,0.9880952380952381,data/landmarks/train/00175_class4.npy
176,1,Point-2f,180,0.9625668449197861,data/landmarks/train/00176_class1.npy
177,8,Open-twice,138,1.0,data/landmarks/train/00177_class8.npy
178,1,Point-2f,256,0.9696969696969697,data/landmarks/train/00178_class1.npy
179,9,DblClick-1f,182,0.9891304347826086,data/landmarks/train/00179_class9.npy
180,0,Point-1f,163,0.9367816091954023,data/landmarks/train/00180_class0.npy
181,6,Throw-left,155,0.9935897435897436,data/landmarks/train/00181_class6.npy
182,0,Point-1f,198,0.9611650485436893,data/landmarks/train/00182_class0.npy
183,5,Throw-down,98,1.0,data/landmarks/train/00183_class5.npy
184,0,Point-1f,178,0.978021978021978,data/landmarks/train/00184_class0.npy
185,12,Zoom-out,100,1.0,data/landmarks/train/00185_class12.npy
186,0,Point-1f,171,0.9606741573033708,data/landmarks/train/00186_class0.npy
187,11,Zoom-in,84,1.0,data/landmarks/train/00187_class11.npy
188,0,Point-1f,216,0.9642857142857143,data/landmarks/train/00188_class0.npy
189,3,Click-2f,117,0.9831932773109243,data/landmarks/train/00189_class3.npy
190,9,DblClick-1f,120,0.975609756097561,data/landmarks/train/00190_class9.npy
191,1,Point-2f,217,0.9774774774774775,data/landmarks/train/00191_class1.npy
192,12,Zoom-out,130,1.0,data/landmarks/train/00192_class12.npy
193,1,Point-2f,205,0.9669811320754716,data/landmarks/train/00193_class1.npy
194,5,Throw-down,103,0.9903846153846154,data/landmarks/train/00194_class5.npy
195,0,Point-1f,213,0.9726027397260274,data/landmarks/train/00195_class0.npy
196,4,Throw-up,122,0.9838709677419355,data/landmarks/train/00196_class4.npy
197,1,Point-2f,207,0.9583333333333334,data/landmarks/train/00197_class1.npy
198,8,Open-twice,140,1.0,data/landmarks/train/00198_class8.npy
199,0,Point-1f,213,0.9861111111111112,data/landmarks/train/00199_class0.npy
200,2,Click-1f,143,1.0,data/landmarks/train/00200_class2.npy
201,1,Point-2f,207,0.9495412844036697,data/landmarks/train/00201_class1.npy
202,3,Click-2f,102,0.9807692307692307,data/landmarks/train/00202_class3.npy
203,0,Point-1f,214,0.9953488372093023,data/landmarks/train/00203_class0.npy
204,11,Zoom-in,103,0.9903846153846154,data/landmarks/train/00204_class11.npy
205,0,Point-1f,224,0.986784140969163,data/landmarks/train/00205_class0.npy
206,6,Throw-left,127,1.0,data/landmarks/train/00206_class6.npy
207,0,Point-1f,229,0.9913419913419913,data/landmarks/train/00207_class0.npy
208,7,Throw-right,117,1.0,data/landmarks/train/00208_class7.npy
209,1,Point-2f,217,0.9434782608695652,data/landmarks/train/00209_class1.npy
210,10,DblClick-2f,55,0.9649122807017544,data/landmarks/train/00210_class10.npy
211,1,Point-2f,82,1.0,data/landmarks/train/00211_class1.npy
212,12,Zoom-out,115,1.0,data/landmarks/train/00212_class12.npy
213,0,Point-1f,195,0.9512195121951219,data/landmarks/train/00213_class0.npy
214,6,Throw-left,118,1.0,data/landmarks/train/00214_class6.npy
215,0,Point-1f,204,0.9577464788732394,data/landmarks/train/00215_class0.npy
216,3,Click-2f,143,0.9862068965517241,data/landmarks/train/00216_class3.npy
217,1,Point-2f,213,0.9424778761061947,data/landmarks/train/00217_class1.npy
218,8,Open-twice,137,0.9856115107913669,data/landmarks/train/00218_class8.npy
219,0,Point-1f,215,0.9429824561403509,data/landmarks/train/00219_class0.npy
220,9,DblClick-1f,137,0.958041958041958,data/landmarks/train/00220_class9.npy
221,1,Point-2f,219,0.9563318777292577,data/landmarks/train/00221_class1.npy
222,7,Throw-right,174,1.0,data/landmarks/train/00222_class7.npy
223,0,Point-1f,194,0.9509803921568627,data/landmarks/train/00223_class0.npy
224,5,Throw-down,83,0.9880952380952381,data/landmarks/train/00224_class5.npy
225,1,Point-2f,263,0.9887218045112782,data/landmarks/train/00225_class1.npy
226,10,DblClick-2f,151,1.0,data/landmarks/train/00226_class10.npy
227,1,Point-2f,197,0.9752475247524752,data/landmarks/train/00227_class1.npy
228,11,Zoom-in,139,1.0,data/landmarks/train/00228_class11.npy
229,0,Point-1f,191,0.9362745098039216,data/landmarks/train/00229_class0.npy
230,2,Click-1f,157,0.98125,data/landmarks/train/00230_class2.npy
231,1,Point-2f,175,0.9114583333333334,data/landmarks/train/00231_class1.npy
232,4,Throw-up,29,0.90625,data/landmarks/train/00232_class4.npy
233,5,Throw-down,113,0.9912280701754386,data/landmarks/train/00233_class5.npy
234,1,Point-2f,200,0.970873786407767,data/landmarks/train/00234_class1.npy
235,6,Throw-left,117,1.0,data/landmarks/train/00235_class6.npy
236,1,Point-2f,193,0.9796954314720813,data/landmarks/train/00236_class1.npy
237,10,DblClick-2f,126,0.984375,data/landmarks/train/00237_class10.npy
238,1,Point-2f,162,0.9204545454545454,data/landmarks/train/00238_class1.npy
239,11,Zoom-in,138,1.0,data/landmarks/train/00239_class11.npy
240,0,Point-1f,212,0.9464285714285714,data/landmarks/train/00240_class0.npy
241,3,Click-2f,128,0.9846153846153847,data/landmarks/train/00241_class3.npy
242,0,Point-1f,177,0.885,data/landmarks/train/00242_class0.npy
243,12,Zoom-out,139,1.0,data/landmarks/train/00243_class12.npy
244,0,Point-1f,192,0.927536231884058,data/landmarks/train/00244_class0.npy
245,8,Open-twice,130,1.0,data/landmarks/train/00245_class8.npy
246,1,Point-2f,174,0.93048128342246,data/landmarks/train/00246_class1.npy
247,4,Throw-up,110,0.9821428571428571,data/landmarks/train/00247_class4.npy
248,1,Point-2f,194,0.9651741293532339,data/landmarks/train/00248_class1.npy
249,2,Click-1f,35,0.9722222222222222,data/landmarks/train/00249_class2.npy
250,0,Point-1f,297,0.9519230769230769,data/landmarks/train/00250_class0.npy
251,7,Throw-right,169,1.0,data/landmarks/train/00251_class7.npy
252,0,Point-1f,193,0.965,data/landmarks/train/00252_class0.npy
253,9,DblClick-1f,52,0.9811320754716981,data/landmarks/train/00253_class9.npy
254,0,Point-1f,66,1.0,data/landmarks/train/00254_class0.npy
255,2,Click-1f,55,0.9821428571428571,data/landmarks/train/00255_class2.npy
256,1,Point-2f,167,0.9881656804733728,data/landmarks/train/00256_class1.npy
257,4,Throw-up,62,1.0,data/landmarks/train/00257_class4.npy
258,0,Point-1f,239,1.0,data/landmarks/train/00258_class0.npy
259,5,Throw-down,45,1.0,data/landmarks/train/00259_class5.npy
260,1,Point-2f,206,0.9035087719298246,data/landmarks/train/00260_class1.npy
261,11,Zoom-in,37,1.0,data/landmarks/train/00261_class11.npy
262,0,Point-1f,207,0.8884120171673819,data/landmarks/train/00262_class0.npy
263,8,Open-twice,44,1.0,data/landmarks/train/00263_class8.npy
264,1,Point-2f,189,0.8590909090909091,data/landmarks/train/00264_class1.npy
265,9,DblClick-1f,54,0.9818181818181818,data/landmarks/train/00265_class9.npy
266,0,Point-1f,229,0.89453125,data/landmarks/train/00266_class0.npy
267,12,Zoom-out,52,0.9811320754716981,data/landmarks/train/00267_class12.npy
268,1,Point-2f,211,0.8508064516129032,data/landmarks/train/00268_class1.npy
269,7,Throw-right,46,1.0,data/landmarks/train/00269_class7.npy
270,1,Point-2f,239,0.8786764705882353,data/landmarks/train/00270_class1.npy
271,10,DblClick-2f,70,1.0,data/landmarks/train/00271_class10.npy
272,0,Point-1f,126,1.0,data/landmarks/train/00272_class0.npy
273,3,Click-2f,42,1.0,data/landmarks/train/00273_class3.npy
274,0,Point-1f,111,0.9173553719008265,data/landmarks/train/00274_class0.npy
275,6,Throw-left,62,1.0,data/landmarks/train/00275_class6.npy
276,11,Zoom-in,50,0.9803921568627451,data/landmarks/train/00276_class11.npy
277,1,Point-2f,160,0.851063829787234,data/landmarks/train/00277_class1.npy
278,12,Zoom-out,50,1.0,data/landmarks/train/00278_class12.npy
279,1,Point-2f,223,0.8884462151394422,data/landmarks/train/00279_class1.npy
280,9,DblClick-1f,60,1.0,data/landmarks/train/00280_class9.npy
281,0,Point-1f,218,0.8755020080321285,data/landmarks/train/00281_class0.npy
282,7,Throw-right,35,0.9459459459459459,data/landmarks/train/00282_class7.npy
283,0,Point-1f,248,0.9185185185185185,data/landmarks/train/00283_class0.npy
284,6,Throw-left,28,1.0,data/landmarks/train/00284_class6.npy
285,0,Point-1f,273,0.9161073825503355,data/landmarks/train/00285_class0.npy
286,10,DblClick-2f,82,0.9111111111111111,data/landmarks/train/00286_class10.npy
287,1,Point-2f,120,0.7692307692307693,data/landmarks/train/00287_class1.npy
288,8,Open-twice,60,0.9836065573770492,data/landmarks/train/00288_class8.npy
289,1,Point-2f,189,0.8915094339622641,data/landmarks/train/00289_class1.npy
290,4,Throw-up,57,0.9827586206896551,data/landmarks/train/00290_class4.npy
291,1,Point-2f,169,0.824390243902439,data/landmarks/train/00291_class1.npy
292,5,Throw-down,61,0.9838709677419355,data/landmarks/train/00292_class5.npy
293,0,Point-1f,259,0.8436482084690554,data/landmarks/train/00293_class0.npy
294,2,Click-1f,40,0.975609756097561,data/landmarks/train/00294_class2.npy
295,0,Point-1f,146,0.8390804597701149,data/landmarks/train/00295_class0.npy
296,3,Click-2f,33,0.9166666666666666,data/landmarks/train/00296_class3.npy
297,9,DblClick-1f,58,0.9830508474576272,data/landmarks/train/00297_class9.npy
298,0,Point-1f,262,0.9924242424242424,data/landmarks/train/00298_class0.npy
299,2,Click-1f,29,0.9666666666666667,data/landmarks/train/00299_class2.npy
300,0,Point-1f,253,0.9267399267399268,data/landmarks/train/00300_class0.npy
301,10,DblClick-2f,43,0.7413793103448276,data/landmarks/train/00301_class10.npy
302,1,Point-2f,242,0.9641434262948207,data/landmarks/train/00302_class1.npy
303,3,Click-2f,36,1.0,data/landmarks/train/00303_class3.npy
304,0,Point-1f,174,0.8529411764705882,data/landmarks/train/00304_class0.npy
305,5,Throw-down,58,1.0,data/landmarks/train/00305_class5.npy
306,0,Point-1f,290,0.9931506849315068,data/landmarks/train/00306_class0.npy
307,11,Zoom-in,28,1.0,data/landmarks/train/00307_class11.npy
308,1,Point-2f,249,0.9803149606299213,data/landmarks/train/00308_class1.npy
309,4,Throw-up,55,1.0,data/landmarks/train/00309_class4.npy
310,0,Point-1f,217,0.9863636363636363,data/landmarks/train/00310_class0.npy
311,6,Throw-left,98,0.98989898989899,data/landmarks/train/00311_class6.npy
312,1,Point-2f,217,0.9475982532751092,data/landmarks/train/00312_class1.npy
313,8,Open-twice,41,1.0,data/landmarks/train/00313_class8.npy
314,1,Point-2f,98,1.0,data/landmarks/train/00314_class1.npy
315,7,Throw-right,34,0.9714285714285714,data/landmarks/train/00315_class7.npy
316,1,Point-2f,332,0.9485714285714286,data/landmarks/train/00316_class1.npy
317,12,Zoom-out,30,1.0,data/landmarks/train/00317_class12.npy
318,8,Open-twice,53,0.9814814814814815,data/landmarks/train/00318_class8.npy
319,1,Point-2f,234,0.8897338403041825,data/landmarks/train/00319_class1.npy
320,2,Click-1f,39,0.9512195121951219,data/landmarks/train/00320_class2.npy
321,0,Point-1f,305,1.0,data/landmarks/train/00321_class0.npy
322,6,Throw-left,55,1.0,data/landmarks/train/00322_class6.npy
323,0,Point-1f,235,0.94,data/landmarks/train/00323_class0.npy
324,7,Throw-right,29,0.6170212765957447,data/landmarks/train/00324_class7.npy
325,1,Point-2f,250,0.922509225092251,data/landmarks/train/00325_class1.npy
326,3,Click-2f,38,0.8837209302325582,data/landmarks/train/00326_class3.npy
327,0,Point-1f,271,0.9890510948905109,data/landmarks/train/00327_class0.npy
328,11,Zoom-in,42,0.9767441860465116,data/landmarks/train/00328_class11.npy
329,1,Point-2f,189,0.9402985074626866,data/landmarks/train/00329_class1.npy
330,10,DblClick-2f,60,0.9836065573770492,data/landmarks/train/00330_class10.npy
331,0,Point-1f,284,0.9530201342281879,data/landmarks/train/00331_class0.npy
332,4,Throw-up,44,1.0,data/landmarks/train/00332_class4.npy
333,1,Point-2f,225,0.9574468085106383,data/landmarks/train/00333_class1.npy
334,5,Throw-down,70,0.9859154929577465,data/landmarks/train/00334_class5.npy
335,0,Point-1f,163,0.9209039548022598,data/landmarks/train/00335_class0.npy
336,12,Zoom-out,39,1.0,data/landmarks/train/00336_class12.npy
337,1,Point-2f,199,0.9004524886877828,data/landmarks/train/00337_class1.npy
338,9,DblClick-1f,55,1.0,data/landmarks/train/00338_class9.npy
339,12,Zoom-out,52,1.0,data/landmarks/train/00339_class12.npy
340,0,Point-1f,238,0.967479674796748,data/landmarks/train/00340_class0.npy
341,9,DblClick-1f,56,1.0,data/landmarks/train/00341_class9.npy
342,1,Point-2f,187,0.8577981651376146,data/landmarks/train/00342_class1.npy
343,5,Throw-down,74,1.0,data/landmarks/train/00343_class5.npy
344,0,Point-1f,210,1.0,data/landmarks/train/00344_class0.npy
345,6,Throw-left,76,0.9620253164556962,data/landmarks/train/00345_class6.npy
346,0,Point-1f,234,0.9629629629629629,data/landmarks/train/00346_class0.npy
347,11,Zoom-in,62,1.0,data/landmarks/train/00347_class11.npy
348,1,Point-2f,228,0.9702127659574468,data/landmarks/train/00348_class1.npy
349,4,Throw-up,70,1.0,data/landmarks/train/00349_class4.npy
350,1,Point-2f,158,0.9461077844311377,data/landmarks/train/00350_class1.npy
351,7,Throw-right,61,0.9838709677419355,data/landmarks/train/00351_class7.npy
352,0,Point-1f,231,1.0,data/landmarks/train/00352_class0.npy
353,10,DblClick-2f,57,1.0,data/landmarks/train/00353_class10.npy
354,1,Point-2f,159,0.8195876288659794,data/landmarks/train/00354_class1.npy
355,3,Click-2f,103,1.0,data/landmarks/train/00355_class3.npy
356,0,Point-1f,213,0.8801652892561983,data/landmarks/train/00356_class0.npy
357,8,Open-twice,132,0.9924812030075187,data/landmarks/train/00357_class8.npy
358,1,Point-2f,317,0.9491017964071856,data/landmarks/train/00358_class1.npy
359,2,Click-1f,38,0.5135135135135135,data/landmarks/train/00359_class2.npy
360,12,Zoom-out,69,1.0,data/landmarks/train/00360_class12.npy
361,0,Point-1f,211,1.0,data/landmarks/train/00361_class0.npy
362,10,DblClick-2f,68,0.9855072463768116,data/landmarks/train/00362_class10.npy
363,0,Point-1f,161,0.9415204678362573,data/landmarks/train/00363_class0.npy
364,4,Throw-up,62,0.96875,data/landmarks/train/00364_class4.npy
365,1,Point-2f,165,0.8776595744680851,data/landmarks/train/00365_class1.npy
366,2,Click-1f,43,1.0,data/landmarks/train/00366_class2.npy
367,1,Point-2f,270,0.9747292418772563,data/landmarks/train/00367_class1.npy
368,8,Open-twice,92,1.0,data/landmarks/train/00368_class8.npy
369,1,Point-2f,169,0.9086021505376344,data/landmarks/train/00369_class1.npy
370,11,Zoom-in,56,1.0,data/landmarks/train/00370_class11.npy
371,0,Point-1f,192,0.927536231884058,data/landmarks/train/00371_class0.npy
372,3,Click-2f,58,1.0,data/landmarks/train/00372_class3.npy
373,0,Point-1f,161,0.8256410256410256,data/landmarks/train/00373_class0.npy
374,6,Throw-left,63,1.0,data/landmarks/train/00374_class6.npy
